template_id,response_unit_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,region_pixel_count,energy_delta,inner_density_delta,outer_band_density_delta,component_count_delta,principal_axis_change_deg,scale_yaw_feasible_change,template_scope
R21B00105_T06,R21B00105,212,center_shift,range,shift,0.3,10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T07,R21B00105,212,center_shift,azimuth,shift,-0.3,-10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T08,R21B00105,212,center_shift,azimuth,shift,0.3,10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T09,R21B00105,212,center_shift,range,shift,-0.45,-15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T10,R21B00105,212,center_shift,range,shift,0.45,15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T11,R21B00105,212,center_shift,azimuth,shift,-0.45,-15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T12,R21B00105,212,center_shift,azimuth,shift,0.45,15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T13,R21B00105,212,single_boundary_shift,range_min,move,-0.15,-5,41865,294301.423308,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T14,R21B00105,212,single_boundary_shift,range_min,move,0.15,5,39781,266314.922456,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T15,R21B00105,212,single_boundary_shift,range_max,move,-0.15,-5,39781,266314.922456,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T16,R21B00105,212,single_boundary_shift,range_max,move,0.15,5,41865,294301.423308,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T17,R21B00105,212,single_boundary_shift,azimuth_min,move,-0.15,-5,41802,293455.382256,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T18,R21B00105,212,single_boundary_shift,azimuth_min,move,0.15,5,39844,267160.963509,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T19,R21B00105,212,single_boundary_shift,azimuth_max,move,-0.15,-5,39844,267160.963509,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T20,R21B00105,212,single_boundary_shift,azimuth_max,move,0.15,5,41802,293455.382256,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T21,R21B00105,212,single_boundary_shift,range_min,move,-0.3,-10,42908,308308.102957,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T22,R21B00105,212,single_boundary_shift,range_min,move,0.3,10,38738,252308.242807,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T23,R21B00105,212,single_boundary_shift,range_max,move,-0.3,-10,38738,252308.242807,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T24,R21B00105,212,single_boundary_shift,range_max,move,0.3,10,42908,308308.102957,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T25,R21B00105,212,single_boundary_shift,azimuth_min,move,-0.3,-10,42781,306602.591629,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T26,R21B00105,212,single_boundary_shift,azimuth_min,move,0.3,10,38865,254013.754135,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T27,R21B00105,212,single_boundary_shift,azimuth_max,move,-0.3,-10,38865,254013.754135,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T28,R21B00105,212,single_boundary_shift,azimuth_max,move,0.3,10,42781,306602.591629,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T29,R21B00105,212,scale_resize,range,resize,-0.15,-5,39781,266314.922456,-1.074338,0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T30,R21B00105,212,scale_resize,range,resize,0.15,5,41865,294301.423308,1.074338,-0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T31,R21B00105,212,scale_resize,azimuth,resize,-0.15,-5,39844,267160.963509,-1.074338,0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T32,R21B00105,212,scale_resize,azimuth,resize,0.15,5,41802,293455.382256,1.074338,-0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T33,R21B00105,212,scale_resize,range,resize,-0.3,-10,38738,252308.242807,-1.074338,0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T34,R21B00105,212,scale_resize,range,resize,0.3,10,42908,308308.102957,1.074338,-0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T35,R21B00105,212,scale_resize,azimuth,resize,-0.3,-10,38865,254013.754135,-1.074338,0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T36,R21B00105,212,scale_resize,azimuth,resize,0.3,10,42781,306602.591629,1.074338,-0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T01,R21B00106,212,center_shift,range,shift,-0.15,-5,1128,-379.878904,-0.401988,0.100497,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T02,R21B00106,212,center_shift,range,shift,0.15,5,1128,-379.878904,-0.401988,0.100497,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T03,R21B00106,212,center_shift,azimuth,shift,-0.15,-5,1128,-379.878904,-0.401988,0.100497,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T04,R21B00106,212,center_shift,azimuth,shift,0.15,5,1128,-379.878904,-0.401988,0.100497,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T05,R21B00106,212,center_shift,range,shift,-0.3,-10,1128,-759.757809,-0.803977,0.200994,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T06,R21B00106,212,center_shift,range,shift,0.3,10,1128,-759.757809,-0.803977,0.200994,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T07,R21B00106,212,center_shift,azimuth,shift,-0.3,-10,1128,-759.757809,-0.803977,0.200994,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T08,R21B00106,212,center_shift,azimuth,shift,0.3,10,1128,-759.757809,-0.803977,0.200994,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T09,R21B00106,212,center_shift,range,shift,-0.45,-15,1128,-1139.636713,-1.205965,0.301491,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T10,R21B00106,212,center_shift,range,shift,0.45,15,1128,-1139.636713,-1.205965,0.301491,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T11,R21B00106,212,center_shift,azimuth,shift,-0.45,-15,1128,-1139.636713,-1.205965,0.301491,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T12,R21B00106,212,center_shift,azimuth,shift,0.45,15,1128,-1139.636713,-1.205965,0.301491,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T13,R21B00106,212,single_boundary_shift,range_min,move,-0.15,-5,1302,10656.711111,-0.699259,0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T14,R21B00106,212,single_boundary_shift,range_min,move,0.15,5,955,5803.851852,0.699259,-0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T15,R21B00106,212,single_boundary_shift,range_max,move,-0.15,-5,955,5803.851852,-0.699259,0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T16,R21B00106,212,single_boundary_shift,range_max,move,0.15,5,1302,10656.711111,0.699259,-0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T17,R21B00106,212,single_boundary_shift,azimuth_min,move,-0.15,-5,1291,10502.874074,-0.699259,0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T18,R21B00106,212,single_boundary_shift,azimuth_min,move,0.15,5,966,5957.688889,0.699259,-0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T19,R21B00106,212,single_boundary_shift,azimuth_max,move,-0.15,-5,966,5957.688889,-0.699259,0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T20,R21B00106,212,single_boundary_shift,azimuth_max,move,0.15,5,1291,10502.874074,0.699259,-0.174815,0,1.437193,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T21,R21B00106,212,single_boundary_shift,range_min,move,-0.3,-10,1476,13090.133333,-0.699259,0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T22,R21B00106,212,single_boundary_shift,range_min,move,0.3,10,781,3370.42963,0.699259,-0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T23,R21B00106,212,single_boundary_shift,range_max,move,-0.3,-10,781,3370.42963,-0.699259,0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T24,R21B00106,212,single_boundary_shift,range_max,move,0.3,10,1476,13090.133333,0.699259,-0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T25,R21B00106,212,single_boundary_shift,azimuth_min,move,-0.3,-10,1453,12768.474074,-0.699259,0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T26,R21B00106,212,single_boundary_shift,azimuth_min,move,0.3,10,804,3692.088889,0.699259,-0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T27,R21B00106,212,single_boundary_shift,azimuth_max,move,-0.3,-10,804,3692.088889,-0.699259,0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T28,R21B00106,212,single_boundary_shift,azimuth_max,move,0.3,10,1453,12768.474074,0.699259,-0.174815,0,2.874386,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T29,R21B00106,212,scale_resize,range,resize,-0.15,-5,955,5803.851852,-1.118815,0.279704,0,1.149755,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T30,R21B00106,212,scale_resize,range,resize,0.15,5,1302,10656.711111,1.118815,-0.279704,0,1.149755,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T31,R21B00106,212,scale_resize,azimuth,resize,-0.15,-5,966,5957.688889,-1.118815,0.279704,0,1.149755,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T32,R21B00106,212,scale_resize,azimuth,resize,0.15,5,1291,10502.874074,1.118815,-0.279704,0,1.149755,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T33,R21B00106,212,scale_resize,range,resize,-0.3,-10,781,3370.42963,-1.118815,0.279704,0,2.299509,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T34,R21B00106,212,scale_resize,range,resize,0.3,10,1476,13090.133333,1.118815,-0.279704,0,2.299509,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T35,R21B00106,212,scale_resize,azimuth,resize,-0.3,-10,804,3692.088889,-1.118815,0.279704,0,2.299509,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00106_T36,R21B00106,212,scale_resize,azimuth,resize,0.3,10,1453,12768.474074,1.118815,-0.279704,0,2.299509,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T01,R21B00107,212,center_shift,range,shift,-0.15,-5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T02,R21B00107,212,center_shift,range,shift,0.15,5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T03,R21B00107,212,center_shift,azimuth,shift,-0.15,-5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T04,R21B00107,212,center_shift,azimuth,shift,0.15,5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T05,R21B00107,212,center_shift,range,shift,-0.3,-10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T06,R21B00107,212,center_shift,range,shift,0.3,10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T07,R21B00107,212,center_shift,azimuth,shift,-0.3,-10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T08,R21B00107,212,center_shift,azimuth,shift,0.3,10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T09,R21B00107,212,center_shift,range,shift,-0.45,-15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T10,R21B00107,212,center_shift,range,shift,0.45,15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T11,R21B00107,212,center_shift,azimuth,shift,-0.45,-15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T12,R21B00107,212,center_shift,azimuth,shift,0.45,15,40823,-6747.007245,-0.193255,0.048314,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T13,R21B00107,212,single_boundary_shift,range_min,move,-0.15,-5,41865,294301.423308,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T14,R21B00107,212,single_boundary_shift,range_min,move,0.15,5,39781,266314.922456,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T15,R21B00107,212,single_boundary_shift,range_max,move,-0.15,-5,39781,266314.922456,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T16,R21B00107,212,single_boundary_shift,range_max,move,0.15,5,41865,294301.423308,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T17,R21B00107,212,single_boundary_shift,azimuth_min,move,-0.15,-5,41802,293455.382256,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T18,R21B00107,212,single_boundary_shift,azimuth_min,move,0.15,5,39844,267160.963509,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T19,R21B00107,212,single_boundary_shift,azimuth_max,move,-0.15,-5,39844,267160.963509,-0.671461,0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T20,R21B00107,212,single_boundary_shift,azimuth_max,move,0.15,5,41802,293455.382256,0.671461,-0.167865,0,0.239844,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T21,R21B00107,212,single_boundary_shift,range_min,move,-0.3,-10,42908,308308.102957,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T22,R21B00107,212,single_boundary_shift,range_min,move,0.3,10,38738,252308.242807,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T23,R21B00107,212,single_boundary_shift,range_max,move,-0.3,-10,38738,252308.242807,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T24,R21B00107,212,single_boundary_shift,range_max,move,0.3,10,42908,308308.102957,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T25,R21B00107,212,single_boundary_shift,azimuth_min,move,-0.3,-10,42781,306602.591629,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T26,R21B00107,212,single_boundary_shift,azimuth_min,move,0.3,10,38865,254013.754135,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T27,R21B00107,212,single_boundary_shift,azimuth_max,move,-0.3,-10,38865,254013.754135,-0.671461,0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T28,R21B00107,212,single_boundary_shift,azimuth_max,move,0.3,10,42781,306602.591629,0.671461,-0.167865,0,0.479687,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T29,R21B00107,212,scale_resize,range,resize,-0.15,-5,39781,266314.922456,-1.074338,0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T30,R21B00107,212,scale_resize,range,resize,0.15,5,41865,294301.423308,1.074338,-0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T31,R21B00107,212,scale_resize,azimuth,resize,-0.15,-5,39844,267160.963509,-1.074338,0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T32,R21B00107,212,scale_resize,azimuth,resize,0.15,5,41802,293455.382256,1.074338,-0.268584,0,0.191875,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T33,R21B00107,212,scale_resize,range,resize,-0.3,-10,38738,252308.242807,-1.074338,0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T34,R21B00107,212,scale_resize,range,resize,0.3,10,42908,308308.102957,1.074338,-0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T35,R21B00107,212,scale_resize,azimuth,resize,-0.3,-10,38865,254013.754135,-1.074338,0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00107_T36,R21B00107,212,scale_resize,azimuth,resize,0.3,10,42781,306602.591629,1.074338,-0.268584,0,0.38375,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00108_T01,R21B00108,213,center_shift,range,shift,-0.15,-5,33677,-2246.336765,-0.074568,0.018642,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
