component_edge_id,from_component_id,to_component_id,frame_gap,azimuth_shift,radial_shift_px,overlap_ratio,dilated_overlap_ratio,scale_ratio,contrast_change,relation_status,competition_ids,supporting_evidence,conflicting_evidence
WGV33D_EDGE_036413,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0342_C015456,2,-3.513,-44,0,0,0.222222,0.569227,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0342_C015456,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036414,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0342_C015458,2,-1.0167,-25.9724,0,0,0.222222,-1.386827,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0342_C015458,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036415,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0342_C015459,2,1.4244,-4,0,1,0.222222,0.653212,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0342_C015459,gap=2;dilated_overlap=1,
WGV33D_EDGE_036416,WGV33D_MAIN_F0340_C015366,WGV33D_MAIN_F0341_C015407,1,-0.4756,-2.1537,0.5625,1,0.914286,-0.013114,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015366;multi_predecessor:WGV33D_MAIN_F0341_C015407,gap=1;dilated_overlap=1,
WGV33D_EDGE_036417,WGV33D_MAIN_F0340_C015366,WGV33D_MAIN_F0341_C015413,1,0.9461,1.4612,0.5,1,0.057143,-0.478934,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015366;multi_predecessor:WGV33D_MAIN_F0341_C015413,gap=1;dilated_overlap=1,
WGV33D_EDGE_036418,WGV33D_MAIN_F0340_C015366,WGV33D_MAIN_F0342_C015463,2,5.4957,-12.1115,0.47619,1,0.6,-0.273902,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015366;multi_predecessor:WGV33D_MAIN_F0342_C015463,gap=2;dilated_overlap=1,
WGV33D_EDGE_036419,WGV33D_MAIN_F0340_C015367,WGV33D_MAIN_F0341_C015415,1,-5.8139,9.6893,0,1,0.050847,-0.811651,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015367,gap=1;dilated_overlap=1,
WGV33D_EDGE_036420,WGV33D_MAIN_F0340_C015367,WGV33D_MAIN_F0341_C015416,1,4.5738,-3.1385,0.736842,1,0.644068,-0.550429,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015367;multi_predecessor:WGV33D_MAIN_F0341_C015416,gap=1;dilated_overlap=1,
WGV33D_EDGE_036421,WGV33D_MAIN_F0340_C015367,WGV33D_MAIN_F0341_C015417,1,-0.1169,42.9656,0,0,0.050847,-0.450974,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015367;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036422,WGV33D_MAIN_F0340_C015367,WGV33D_MAIN_F0341_C015418,1,5.9283,40.4805,0,0,0.20339,0.591995,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015367;multi_predecessor:WGV33D_MAIN_F0341_C015418,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036423,WGV33D_MAIN_F0340_C015367,WGV33D_MAIN_F0342_C015464,2,3.8598,-5.2785,0.782609,1,0.389831,-0.814425,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015367;multi_predecessor:WGV33D_MAIN_F0342_C015464,gap=2;dilated_overlap=1,
WGV33D_EDGE_036424,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0341_C015409,1,-3.5212,-42.1487,0,0,1.333333,-2.890299,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368;multi_predecessor:WGV33D_MAIN_F0341_C015409,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036425,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0341_C015411,1,1.1035,-44.8785,0,0,3,-2.832031,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368;multi_predecessor:WGV33D_MAIN_F0341_C015411,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036426,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0341_C015412,1,1.4831,-4,0,1,0.666667,-1.561197,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368;multi_predecessor:WGV33D_MAIN_F0341_C015412,gap=1;dilated_overlap=1,
WGV33D_EDGE_036427,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0341_C015414,1,5.4481,-48,0,0,0.666667,-4.729166,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036428,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0342_C015460,2,-3.0332,-42.1733,0,0,0.666667,-2.156901,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368;multi_predecessor:WGV33D_MAIN_F0342_C015460,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036429,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0342_C015461,2,3.1668,-46.9966,0,0,5.666667,-3.113817,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368;multi_predecessor:WGV33D_MAIN_F0342_C015461,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036430,WGV33D_MAIN_F0340_C015368,WGV33D_MAIN_F0342_C015462,2,1.4802,-4,0,1,0.666667,-0.41276,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015368;multi_predecessor:WGV33D_MAIN_F0342_C015462,gap=2;dilated_overlap=1,
WGV33D_EDGE_036431,WGV33D_MAIN_F0340_C015369,WGV33D_MAIN_F0341_C015417,1,-1.312,-62.7237,0,0,1,0.63802,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015369;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036432,WGV33D_MAIN_F0340_C015369,WGV33D_MAIN_F0342_C015466,2,1.4226,51.9789,0,0,1.666667,-0.121355,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015369,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036433,WGV33D_MAIN_F0340_C015369,WGV33D_MAIN_F0342_C015467,2,2.539,-16,0,0,0.666667,3.427083,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015369;multi_predecessor:WGV33D_MAIN_F0342_C015467,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036434,WGV33D_MAIN_F0340_C015370,WGV33D_MAIN_F0341_C015416,1,-0.5895,-44.8278,0,0,4.222222,-1.082311,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015370;multi_predecessor:WGV33D_MAIN_F0341_C015416,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036435,WGV33D_MAIN_F0340_C015370,WGV33D_MAIN_F0341_C015417,1,-5.2802,1.2763,0,1,0.333333,-0.982856,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015370;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=1;dilated_overlap=1,
WGV33D_EDGE_036436,WGV33D_MAIN_F0340_C015370,WGV33D_MAIN_F0341_C015418,1,0.765,-1.2088,0.888889,1,1.333333,0.060113,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015370;multi_predecessor:WGV33D_MAIN_F0341_C015418,gap=1;dilated_overlap=1,
WGV33D_EDGE_036437,WGV33D_MAIN_F0340_C015370,WGV33D_MAIN_F0342_C015464,2,-1.3035,-46.9678,0,0,2.555556,-1.346307,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015370;multi_predecessor:WGV33D_MAIN_F0342_C015464,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036438,WGV33D_MAIN_F0340_C015370,WGV33D_MAIN_F0342_C015465,2,1.2525,-1.0729,0.888889,1,1.666667,-0.27309,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015370;multi_predecessor:WGV33D_MAIN_F0342_C015465,gap=2;dilated_overlap=1,
WGV33D_EDGE_036439,WGV33D_MAIN_F0340_C015370,WGV33D_MAIN_F0342_C015467,2,-1.4292,48,0,0,0.222222,1.806207,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015370;multi_predecessor:WGV33D_MAIN_F0342_C015467,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036440,WGV33D_MAIN_F0340_C015371,WGV33D_MAIN_F0341_C015419,1,-0.0179,0,1,1,1,0.035644,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015371;multi_predecessor:WGV33D_MAIN_F0341_C015419,gap=1;dilated_overlap=1,
WGV33D_EDGE_036441,WGV33D_MAIN_F0340_C015371,WGV33D_MAIN_F0341_C015421,1,2.0015,8,0,1,0.5,0.993164,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015371;multi_predecessor:WGV33D_MAIN_F0341_C015421,gap=1;dilated_overlap=1,
WGV33D_EDGE_036442,WGV33D_MAIN_F0340_C015371,WGV33D_MAIN_F0341_C015422,1,5.5276,-16,0,0,0.75,0.032878,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015371;multi_predecessor:WGV33D_MAIN_F0341_C015422,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036443,WGV33D_MAIN_F0340_C015371,WGV33D_MAIN_F0342_C015469,2,2.0388,8,0,1,0.5,-0.472656,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015371;multi_predecessor:WGV33D_MAIN_F0342_C015469,gap=2;dilated_overlap=1,
WGV33D_EDGE_036444,WGV33D_MAIN_F0340_C015372,WGV33D_MAIN_F0341_C015419,1,-0.5541,-60,0,0,1.333333,1.007324,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015372;multi_predecessor:WGV33D_MAIN_F0341_C015419,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036445,WGV33D_MAIN_F0340_C015372,WGV33D_MAIN_F0341_C015421,1,1.4653,-52,0,0,0.666667,1.964844,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015372;multi_predecessor:WGV33D_MAIN_F0341_C015421,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036446,WGV33D_MAIN_F0340_C015372,WGV33D_MAIN_F0342_C015469,2,1.5026,-52,0,0,0.666667,0.499024,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015372;multi_predecessor:WGV33D_MAIN_F0342_C015469,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036447,WGV33D_MAIN_F0340_C015373,WGV33D_MAIN_F0341_C015419,1,-1.5482,-8.9132,0,1,1,0.393554,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015373;multi_predecessor:WGV33D_MAIN_F0341_C015419,gap=1;dilated_overlap=1,
WGV33D_EDGE_036448,WGV33D_MAIN_F0340_C015373,WGV33D_MAIN_F0341_C015421,1,0.4712,-0.9132,1,1,0.5,1.351074,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015373;multi_predecessor:WGV33D_MAIN_F0341_C015421,gap=1;dilated_overlap=1,
WGV33D_EDGE_036449,WGV33D_MAIN_F0340_C015373,WGV33D_MAIN_F0341_C015422,1,3.9973,-24.9132,0,0,0.75,0.390788,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015373;multi_predecessor:WGV33D_MAIN_F0341_C015422,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036450,WGV33D_MAIN_F0340_C015373,WGV33D_MAIN_F0342_C015469,2,0.5085,-0.9132,1,1,0.5,-0.114746,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015373;multi_predecessor:WGV33D_MAIN_F0342_C015469,gap=2;dilated_overlap=1,
WGV33D_EDGE_036451,WGV33D_MAIN_F0340_C015373,WGV33D_MAIN_F0342_C015470,2,4.9712,-24.9132,0,0,0.75,1.834147,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015373;multi_predecessor:WGV33D_MAIN_F0342_C015470,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036452,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0341_C015422,1,-4.0026,-27.3661,0,0,0.5,0.348308,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0341_C015422,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036453,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0341_C015424,1,-1.4918,37.5556,0,0,0.666667,-0.716797,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036454,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0342_C015470,2,-3.0287,-27.3661,0,0,0.5,1.791667,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0342_C015470,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036455,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0342_C015472,2,-0.695,-0.7597,0.666667,1,0.5,-0.720703,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0342_C015472,gap=2;dilated_overlap=1,
WGV33D_EDGE_036456,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0342_C015473,2,-0.049,35.6566,0,0,0.666667,-0.736328,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0342_C015473,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036457,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0342_C015475,2,2.9793,10.5212,0,0.5,0.333333,-0.674804,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0342_C015475,gap=2;dilated_overlap=0.5,
WGV33D_EDGE_036458,WGV33D_MAIN_F0340_C015374,WGV33D_MAIN_F0342_C015476,2,3.9793,-9.2762,0,0.5,0.333333,0.066407,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015374;multi_predecessor:WGV33D_MAIN_F0342_C015476,gap=2;dilated_overlap=0.5,
WGV33D_EDGE_036459,WGV33D_MAIN_F0340_C015375,WGV33D_MAIN_F0341_C015424,1,-0.4551,-39.0783,0,0,1.333333,-0.690105,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015375;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036460,WGV33D_MAIN_F0340_C015375,WGV33D_MAIN_F0341_C015425,1,-0.4454,0,1,1,1.333333,0.058431,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015375;multi_predecessor:WGV33D_MAIN_F0341_C015425,gap=1;dilated_overlap=1,
WGV33D_EDGE_036461,WGV33D_MAIN_F0340_C015375,WGV33D_MAIN_F0341_C015427,1,3.287,-11.0936,0,0.25,2.666667,-0.010173,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015375;multi_predecessor:WGV33D_MAIN_F0341_C015427,gap=1;dilated_overlap=0.25,
WGV33D_EDGE_036462,WGV33D_MAIN_F0340_C015375,WGV33D_MAIN_F0342_C015471,2,-0.423,0,1,1,0.666667,-0.019206,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015375;multi_predecessor:WGV33D_MAIN_F0342_C015471,gap=2;dilated_overlap=1,
WGV33D_EDGE_036463,WGV33D_MAIN_F0340_C015375,WGV33D_MAIN_F0342_C015473,2,0.9877,-40.9773,0,0,1.333333,-0.709636,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015375;multi_predecessor:WGV33D_MAIN_F0342_C015473,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036464,WGV33D_MAIN_F0340_C015375,WGV33D_MAIN_F0342_C015474,2,3.4193,-11.2471,0,0.2,1.666667,-0.594401,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015375;multi_predecessor:WGV33D_MAIN_F0342_C015474,gap=2;dilated_overlap=0.2,low overlap or multiple plausible successors
WGV33D_EDGE_036465,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0341_C015424,1,-3.8513,-28.0024,0,0,0.5,-0.483399,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036466,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0341_C015425,1,-3.8416,11.0759,0,0.75,0.5,0.265137,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0341_C015425,gap=1;dilated_overlap=0.75,
WGV33D_EDGE_036467,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0341_C015427,1,-0.1092,-0.0177,0.75,1,1,0.196533,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0341_C015427,gap=1;dilated_overlap=1,
WGV33D_EDGE_036468,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0342_C015471,2,-3.8192,11.0759,0,1,0.25,0.1875,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0342_C015471,gap=2;dilated_overlap=1,
WGV33D_EDGE_036469,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0342_C015473,2,-2.4085,-29.9014,0,0,0.5,-0.50293,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0342_C015473,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036470,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0342_C015474,2,0.0231,-0.1712,0.8,1,0.625,-0.387695,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0342_C015474,gap=2;dilated_overlap=1,
WGV33D_EDGE_036471,WGV33D_MAIN_F0340_C015376,WGV33D_MAIN_F0342_C015475,2,0.6198,-55.0368,0,0,0.25,-0.441406,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015376;multi_predecessor:WGV33D_MAIN_F0342_C015475,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036472,WGV33D_MAIN_F0340_C015377,WGV33D_MAIN_F0341_C015423,1,-3.8579,-15.9145,0,0,0.5,-0.18457,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015377;multi_predecessor:WGV33D_MAIN_F0341_C015423,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036473,WGV33D_MAIN_F0340_C015377,WGV33D_MAIN_F0341_C015426,1,-1.2973,-5.1801,0.5,1,0.333333,-0.51237,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015377;multi_predecessor:WGV33D_MAIN_F0341_C015426,gap=1;dilated_overlap=1,
WGV33D_EDGE_036474,WGV33D_MAIN_F0340_C015378,WGV33D_MAIN_F0341_C015428,1,-0.7673,0.6302,0.923077,1,0.866667,0.141045,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015378;multi_predecessor:WGV33D_MAIN_F0341_C015428,gap=1;dilated_overlap=1,
WGV33D_EDGE_036475,WGV33D_MAIN_F0340_C015378,WGV33D_MAIN_F0342_C015477,2,-1.0157,2.2805,0.64,1,0.833333,-0.29211,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015378;multi_predecessor:WGV33D_MAIN_F0342_C015477,gap=2;dilated_overlap=1,
WGV33D_EDGE_036476,WGV33D_MAIN_F0340_C015379,WGV33D_MAIN_F0341_C015429,1,-1.3454,2.4962,0.5,1,0.5,-0.212158,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015379;multi_predecessor:WGV33D_MAIN_F0341_C015429,gap=1;dilated_overlap=1,
WGV33D_EDGE_036477,WGV33D_MAIN_F0340_C015379,WGV33D_MAIN_F0342_C015478,2,-0.8444,2.4962,0.333333,1,0.375,0.228109,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015379;multi_predecessor:WGV33D_MAIN_F0342_C015478,gap=2;dilated_overlap=1,
WGV33D_EDGE_036478,WGV33D_MAIN_F0341_C015402,WGV33D_MAIN_F0342_C015453,1,0.5943,-1.9505,0.6,1,1.2,0.168164,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015402;multi_predecessor:WGV33D_MAIN_F0342_C015453,gap=1;dilated_overlap=1,
WGV33D_EDGE_036479,WGV33D_MAIN_F0341_C015402,WGV33D_MAIN_F0343_C015507,2,2.1724,-4.5009,0.2,1,1.2,-0.27194,weak_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015402;multi_predecessor:WGV33D_MAIN_F0343_C015507,gap=2;dilated_overlap=1,
WGV33D_EDGE_036480,WGV33D_MAIN_F0341_C015403,WGV33D_MAIN_F0342_C015455,1,5.0918,-19.5448,0.636364,0.416667,2.181818,0.74858,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015403,gap=1;dilated_overlap=0.417,
WGV33D_EDGE_036481,WGV33D_MAIN_F0341_C015403,WGV33D_MAIN_F0343_C015508,2,-3.4148,25.2789,0,0.142857,0.636364,0.638647,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015403;multi_predecessor:WGV33D_MAIN_F0343_C015508,gap=2;dilated_overlap=0.143,low overlap or multiple plausible successors
WGV33D_EDGE_036482,WGV33D_MAIN_F0341_C015404,WGV33D_MAIN_F0342_C015457,1,0.5242,-2.0468,0.5,1,1,0.263672,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015404;multi_predecessor:WGV33D_MAIN_F0342_C015457,gap=1;dilated_overlap=1,
WGV33D_EDGE_036483,WGV33D_MAIN_F0341_C015404,WGV33D_MAIN_F0342_C015460,1,5.5242,-6.1733,0,0,1,1.423828,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015404;multi_predecessor:WGV33D_MAIN_F0342_C015460,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036484,WGV33D_MAIN_F0341_C015404,WGV33D_MAIN_F0343_C015507,2,-5.7333,6.7471,0,0,3,0.015951,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015404;multi_predecessor:WGV33D_MAIN_F0343_C015507,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036485,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0342_C015454,1,-5.8827,-40,0,0,1,-0.501302,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0342_C015454,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036486,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0342_C015456,1,-0.3987,0,1,1,0.666667,-2.820964,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0342_C015456,gap=1;dilated_overlap=1,
WGV33D_EDGE_036487,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0342_C015458,1,2.0976,18.0276,0,0,0.666667,-4.777018,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0342_C015458,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036488,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0342_C015459,1,4.5387,40,0,0,0.666667,-2.736979,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0342_C015459,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036489,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015509,2,-5.3467,-44,0,0,0.666667,0.552083,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015509,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036490,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015511,2,-2.3592,-24,0,0,0.666667,-0.764323,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015511,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036491,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015512,2,0.1181,-4,0,1,1,1.057291,weak_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015512,gap=2;dilated_overlap=1,
WGV33D_EDGE_036492,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015513,2,0.6012,36,0,0,0.666667,-4.539714,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015513,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036493,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015514,2,0.638,44,0,0,0.666667,-4.672526,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015514,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036494,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015516,2,2.5885,16,0,0,0.666667,-2.617839,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015516,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036495,WGV33D_MAIN_F0341_C015405,WGV33D_MAIN_F0343_C015517,2,4.6395,40,0,0,0.666667,-2.635417,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015405;multi_predecessor:WGV33D_MAIN_F0343_C015517,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036496,WGV33D_MAIN_F0341_C015406,WGV33D_MAIN_F0342_C015456,1,-0.5011,-40,0,0,0.666667,0.552734,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0341_C015406;multi_predecessor:WGV33D_MAIN_F0342_C015456,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
